,time,y1,y2
0,0.0,1.6447487,0.090973236
1,0.10040161,1.6537764,-0.08594023
2,0.20080322,1.6116177,-0.2357031
3,0.30120483,1.603495,-0.36018425
4,0.40160644,1.5335246,-0.5146325
5,0.5020081,1.4719956,-0.6430443
6,0.60240966,1.4246982,-0.73600614
7,0.70281124,1.3321769,-0.82122326
8,0.8032129,1.2697535,-0.91569334
9,0.9036145,1.1606643,-0.9955646
10,1.0040162,1.0378913,-1.0615492
11,1.1044177,0.9580079,-1.0985737
12,1.2048193,0.82517266,-1.1508833
13,1.305221,0.71534204,-1.1668966
14,1.4056225,0.59946847,-1.1823993
15,1.5060241,0.48052573,-1.1546009
16,1.6064258,0.38716123,-1.1415484
17,1.7068274,0.25832975,-1.1212546
18,1.807229,0.13955195,-1.0776513
19,1.9076306,0.05737345,-1.0563873
20,2.0080323,-0.058024894,-0.98011297
21,2.1084337,-0.18198614,-0.9184243
22,2.2088354,-0.26148134,-0.8738645
23,2.309237,-0.335899,-0.7980126
24,2.4096386,-0.40501904,-0.71920556
25,2.5100403,-0.4826558,-0.6340685
26,2.610442,-0.52880806,-0.5582391
27,2.7108436,-0.5958938,-0.4570473
28,2.811245,-0.61925244,-0.38744605
29,2.9116466,-0.6886068,-0.30707774
30,3.0120482,-0.7061272,-0.24293968
31,3.11245,-0.70929486,-0.14614831
32,3.2128515,-0.70486003,-0.06258099
33,3.3132532,-0.74207824,0.00486929
34,3.4136548,-0.7291748,0.07950634
35,3.5140564,-0.72622573,0.126254
36,3.614458,-0.6960737,0.21745038
37,3.7148595,-0.6728331,0.27002174
38,3.8152611,-0.64253885,0.29659003
39,3.9156628,-0.60661197,0.34579614
40,4.0160646,-0.5507417,0.40923744
41,4.116466,-0.53624,0.4470553
42,4.2168674,-0.4739057,0.45642924
43,4.3172693,-0.43096665,0.47106418
44,4.4176707,-0.3760955,0.50576794
45,4.5180726,-0.31103665,0.51295584
46,4.618474,-0.29955825,0.50801957
47,4.718876,-0.22914657,0.5232635
48,4.8192773,-0.19019163,0.5017141
49,4.9196787,-0.11828069,0.50908977
50,5.0200806,-0.072854735,0.49546206
51,5.120482,-0.024981063,0.4586675
52,5.220884,0.025106428,0.45317033
53,5.3212852,0.059689272,0.42202017
54,5.421687,0.102872446,0.37751943
55,5.5220885,0.14203963,0.34220263
56,5.62249,0.17308852,0.34981713
57,5.722892,0.19578677,0.2968022
58,5.823293,0.24356629,0.25386953
59,5.923695,0.25386852,0.21678936
60,6.0240965,0.25147757,0.1969335
61,6.1244984,0.29676008,0.14834791
62,6.2249,0.31151384,0.104551084
63,6.3253016,0.3028776,0.08240924
64,6.425703,0.32723385,0.024526821
65,6.5261045,0.29816225,-0.004695543
66,6.6265063,0.32722452,-0.029599823
67,6.7269077,0.3186463,-0.061962463
68,6.8273096,0.3161584,-0.08931798
69,6.927711,0.2992406,-0.08553256
70,7.028113,0.2908967,-0.120043844
71,7.1285143,0.28060433,-0.15902993
72,7.228916,0.26044762,-0.17351533
73,7.3293176,0.21763086,-0.18132158
74,7.429719,0.19776241,-0.19848567
75,7.530121,0.21316504,-0.20930699
76,7.6305223,0.16790906,-0.20789202
77,7.730924,0.15697609,-0.22241198
78,7.8313255,0.12760906,-0.2343374
79,7.9317274,0.097169,-0.22962242
80,8.032129,0.0750593,-0.2453925
81,8.13253,0.050906334,-0.21252169
82,8.232932,0.043381184,-0.2303517
83,8.333334,0.027131692,-0.20747608
84,8.433735,-0.0035527095,-0.2160286
85,8.534137,-0.03293535,-0.18062647
86,8.634539,-0.024369542,-0.18701039
87,8.734941,-0.07165199,-0.18068895
88,8.835341,-0.07041538,-0.13617909
89,8.935743,-0.09451641,-0.13191646
90,9.036145,-0.09718935,-0.12408484
91,9.136546,-0.112194985,-0.12600927
92,9.236948,-0.12652273,-0.09692163
93,9.33735,-0.12560076,-0.07136877
94,9.437752,-0.12573624,-0.072577864
95,9.538153,-0.14609452,-0.030992534
96,9.638555,-0.14469738,-0.024220748
97,9.738956,-0.15035498,-0.012545774
98,9.839357,-0.12853776,0.008273815
99,9.939759,-0.15613875,0.022358676
100,10.040161,-0.14498216,0.019567773
101,10.140563,-0.13609481,0.038387902
102,10.240964,-0.12901306,0.050055288
103,10.341366,-0.14134577,0.053775556
104,10.441768,-0.11580445,0.06621103
105,10.542169,-0.1135025,0.08423998
106,10.6425705,-0.100186504,0.09420571
107,10.742972,-0.087576,0.10461649
108,10.843374,-0.08183026,0.09720325
109,10.943775,-0.085175894,0.0966807
110,11.044177,-0.062450446,0.10521086
111,11.144579,-0.052237883,0.08950422
112,11.24498,-0.04735995,0.11008724
113,11.345382,-0.021823177,0.08945461
114,11.445784,-0.014654024,0.111756615
115,11.5461855,-0.010880832,0.08388702
116,11.646586,0.0059281345,0.0878453
117,11.746988,0.0042604674,0.08182668
118,11.84739,0.024931598,0.09539579
119,11.947792,0.015788823,0.0561155
120,12.048193,0.04680331,0.064073555
121,12.148595,0.058040228,0.06408896
122,12.248997,0.04978601,0.07081767
123,12.349398,0.037978176,0.04296734
124,12.4498,0.04503911,0.028113205
125,12.550201,0.047670163,0.033885017
126,12.650603,0.060935397,0.016914751
127,12.751004,0.04708506,0.032697003
128,12.851406,0.055063177,0.021569282
129,12.951808,0.060261328,0.004102963
130,13.052209,0.06812057,0.0010570998
131,13.152611,0.059632327,-0.019495679
132,13.253013,0.06052953,-0.008212506
133,13.353415,0.06445425,-0.005415513
134,13.453815,0.049549244,-0.026047213
135,13.554217,0.06493147,-0.041304078
136,13.654619,0.054699052,-0.04155492
137,13.75502,0.050554052,-0.053283885
138,13.855422,0.05402644,-0.03761842
139,13.955824,0.027433634,-0.039519828
140,14.056226,0.04748166,-0.043083593
141,14.156627,0.05588416,-0.067210734
142,14.257029,0.018391928,-0.035436966
143,14.35743,0.02858828,-0.040286183
144,14.457832,0.014265601,-0.06048642
145,14.558233,0.012174504,-0.042430032
146,14.658635,0.011198546,-0.037177734
147,14.759037,0.03183676,-0.05032533
148,14.859438,0.0059690513,-0.03173179
149,14.95984,0.0031212054,-0.039210305
150,15.060242,-0.029276079,-0.030395303
151,15.160644,-0.023133967,-0.03918614
152,15.2610445,-0.010619494,-0.05086004
153,15.361446,-0.026864368,-0.019629966
154,15.461848,-0.010479713,-0.015521316
155,15.562249,-0.024843749,-0.0073697474
156,15.662651,-0.029262155,-0.02349925
157,15.763053,-0.025353609,-0.012090599
158,15.863455,-0.024358524,-0.014516479
159,15.963856,-0.03499809,-0.007964313
160,16.064259,-0.017169924,-0.008742906
161,16.16466,-0.032498028,0.003482752
162,16.26506,-0.02207322,-0.006426193
163,16.365463,-0.009028653,-0.0015620685
164,16.465864,-0.037173647,0.0176761
165,16.566265,-0.02581906,-0.0011757775
166,16.666668,-0.012073314,0.0038925288
167,16.767069,-0.0248365,0.020893216
168,16.86747,-0.018393364,-0.0042683585
169,16.967873,-0.016036287,0.023463782
170,17.068274,-0.010738588,0.00852994
171,17.168674,-0.02871192,0.021541422
172,17.269077,-0.023681177,0.033644143
173,17.369478,-0.009660586,0.007988877
174,17.469881,-0.01090508,0.03297784
175,17.570282,-0.008485738,0.02748076
176,17.670683,-0.022300206,0.01329734
177,17.771086,0.00071422104,0.029915314
178,17.871487,-0.008954369,0.030256271
179,17.971888,0.0007603292,0.03529801
180,18.07229,0.0017794268,0.019335518
181,18.172691,0.00444589,0.0024777157
182,18.273092,0.003246626,0.0073507447
183,18.373495,0.017018862,0.027247332
184,18.473896,0.005519011,0.03525692
185,18.574297,0.011660449,0.030955836
186,18.6747,-0.0010968749,0.0017170943
187,18.7751,-0.0111419475,0.013039685
188,18.875504,0.022144446,0.017586246
189,18.975904,-0.0014974428,0.016665453
190,19.076305,0.016550612,0.004607213
191,19.176708,0.018515807,0.011596813
192,19.27711,0.01880099,0.010419561
193,19.37751,0.027484696,-0.005445472
194,19.477913,-0.0064203944,-0.012489157
195,19.578314,0.0077873874,-0.02007288
196,19.678715,0.008759765,-0.017157087
197,19.779118,0.002551618,-0.005858509
198,19.879519,0.02026641,-0.0061708875
199,19.979921,0.02180736,-0.0055823913
200,20.080322,-0.018930927,0.0036976552
201,20.180723,0.009921504,-0.028581668
202,20.281126,0.010564784,-0.0044287406
203,20.381527,0.02386969,-0.0070842877
204,20.481928,0.01340255,-0.013838492
205,20.58233,0.012640585,0.007524403
206,20.682732,-0.0025773854,-0.029817265
207,20.783133,-0.0035124365,-0.015330054
208,20.883535,-0.014537705,-0.011845282
209,20.983936,0.030040292,-0.01397383
210,21.084337,-0.006407125,-0.007720897
211,21.18474,0.0022916035,-0.011869979
212,21.285141,0.0065848324,-0.0010555736
213,21.385544,-0.0071120197,0.015045403
214,21.485945,0.009391825,-0.012325382
215,21.586346,-0.011278791,-0.015609854
216,21.686749,0.007041893,0.0035365778
217,21.78715,-0.0054826792,-0.0015353891
218,21.88755,0.0037859792,-0.0027400362
219,21.987953,-0.018792266,-0.006470953
220,22.088354,-0.012193377,-0.013496153
221,22.188755,-0.024526143,-0.0090341
222,22.289158,-0.0013539044,0.0032919017
223,22.389559,0.0076021347,0.006498065
224,22.48996,-0.022216005,-0.006665589
225,22.590363,-0.0021786753,-0.013110625
226,22.690763,-0.01885318,-0.009759904
227,22.791166,5.084509e-05,-0.005177804
228,22.891567,0.007051225,-0.016337954
229,22.991968,-0.0007740925,-0.006985288
230,23.092371,0.001310009,0.00428576
231,23.192772,-0.013589632,0.006946881
232,23.293173,-0.00655729,-0.0024450263
233,23.393576,-0.0066175563,-0.013240497
234,23.493977,0.0032522408,-0.006237366
235,23.594378,-0.016665658,-0.009254444
236,23.69478,0.005262601,0.01936882
237,23.795181,-0.013856767,0.021423165
238,23.895584,-0.020993624,0.020129988
239,23.995985,-0.0105424635,-0.007342066
240,24.096386,-0.006577446,0.001479863
241,24.196789,-7.709139e-06,0.006686639
242,24.29719,0.007915827,0.0050130445
243,24.39759,0.0022620156,0.0046144994
244,24.497993,-0.008229106,-0.0003138224
245,24.598394,0.0103972675,0.0028583503
246,24.698795,-0.004152906,-0.0006842958
247,24.799198,0.0036127577,0.005690041
248,24.8996,0.002081059,0.0051111756
249,25.0,0.00041844056,-0.0045425002
