,time,y1,y2
0,0.0,0.16948171,0.89936066
1,0.10040161,0.2635203,0.8298956
2,0.20080322,0.35191283,0.763642
3,0.30120483,0.42964023,0.6718723
4,0.40160644,0.4942977,0.5910544
5,0.5020081,0.53952354,0.5169448
6,0.60240966,0.59575146,0.4450359
7,0.70281124,0.6373404,0.37266406
8,0.8032129,0.6748802,0.27305883
9,0.9036145,0.69611114,0.19711766
10,1.0040162,0.71356624,0.11189013
11,1.1044177,0.724391,0.035714928
12,1.2048193,0.7049372,-0.020545572
13,1.305221,0.71597457,-0.08727834
14,1.4056225,0.69227433,-0.156005
15,1.5060241,0.6794625,-0.22662544
16,1.6064258,0.6491046,-0.25592268
17,1.7068274,0.63495964,-0.31209183
18,1.807229,0.5769045,-0.35854882
19,1.9076306,0.5428838,-0.43031365
20,2.0080323,0.50198865,-0.44239673
21,2.1084337,0.45241696,-0.4639556
22,2.2088354,0.41587403,-0.4833603
23,2.309237,0.3679094,-0.47917733
24,2.4096386,0.31053868,-0.50992876
25,2.5100403,0.2820673,-0.51187766
26,2.610442,0.20095332,-0.5261113
27,2.7108436,0.17107788,-0.5018832
28,2.811245,0.112721406,-0.4885325
29,2.9116466,0.059297085,-0.4748686
30,3.0120482,0.014890255,-0.46086416
31,3.11245,-0.04284542,-0.43999845
32,3.2128515,-0.07508071,-0.4112028
33,3.3132532,-0.09687504,-0.37988463
34,3.4136548,-0.13445085,-0.3517089
35,3.5140564,-0.18268701,-0.3123378
36,3.614458,-0.21012692,-0.28732526
37,3.7148595,-0.2317838,-0.2421813
38,3.8152611,-0.23855022,-0.23549053
39,3.9156628,-0.262858,-0.18081826
40,4.0160646,-0.3105925,-0.15716524
41,4.116466,-0.30762604,-0.100816704
42,4.2168674,-0.30103058,-0.06423871
43,4.3172693,-0.312342,-0.029959405
44,4.4176707,-0.33286852,-0.0025152
45,4.5180726,-0.33016998,0.031825867
46,4.618474,-0.3115334,0.059582468
47,4.718876,-0.32142553,0.09079444
48,4.8192773,-0.27796608,0.11246978
49,4.9196787,-0.2928392,0.15121692
50,5.0200806,-0.2551293,0.14761692
51,5.120482,-0.23297378,0.18765958
52,5.220884,-0.22930579,0.19519828
53,5.3212852,-0.2098282,0.2040665
54,5.421687,-0.17987947,0.21324043
55,5.5220885,-0.19128288,0.22256482
56,5.62249,-0.12964502,0.22943227
57,5.722892,-0.11641162,0.23696554
58,5.823293,-0.108405985,0.22746104
59,5.923695,-0.08766004,0.22726978
60,6.0240965,-0.03989643,0.22327735
61,6.1244984,-0.032602604,0.21130636
62,6.2249,-0.018156702,0.19993353
63,6.3253016,-0.0005255947,0.19683552
64,6.425703,0.032527387,0.19188678
65,6.5261045,0.04804381,0.15523365
66,6.6265063,0.06381524,0.15995385
67,6.7269077,0.06453959,0.13071965
68,6.8273096,0.079144195,0.14063215
69,6.927711,0.09322584,0.098201185
70,7.028113,0.1158967,0.08482513
71,7.1285143,0.13649778,0.084124595
72,7.228916,0.13482784,0.065158404
73,7.3293176,0.15055223,0.03772422
74,7.429719,0.13489665,0.042687293
75,7.530121,0.15135834,0.0068892157
76,7.6305223,0.16372107,0.00018396205
77,7.730924,0.13145232,-0.017307615
78,7.8313255,0.12956174,-0.030483568
79,7.9317274,0.13539222,-0.030724023
80,8.032129,0.11481872,-0.042889915
81,8.13253,0.12131351,-0.045892626
82,8.232932,0.12746093,-0.06516126
83,8.333334,0.11463397,-0.07100884
84,8.433735,0.10623622,-0.09339566
85,8.534137,0.09963659,-0.08614482
86,8.634539,0.08329781,-0.0798614
87,8.734941,0.09576693,-0.09410691
88,8.835341,0.071382426,-0.08085172
89,8.935743,0.06605312,-0.11568741
90,9.036145,0.056766506,-0.10186412
91,9.136546,0.03153763,-0.10385197
92,9.236948,0.014912339,-0.08228348
93,9.33735,0.020949427,-0.08777648
94,9.437752,0.023940997,-0.09797666
95,9.538153,-0.006330257,-0.10367717
96,9.638555,-0.014948353,-0.088782795
97,9.738956,-0.017715368,-0.06181907
98,9.839357,-0.02368916,-0.08334209
99,9.939759,-0.057201378,-0.06528886
100,10.040161,-0.035452243,-0.055325985
101,10.140563,-0.045384202,-0.0642066
102,10.240964,-0.078020394,-0.03337861
103,10.341366,-0.045579765,-0.032182027
104,10.441768,-0.067871355,-0.027413301
105,10.542169,-0.056129117,-0.02254883
106,10.6425705,-0.06397636,-0.023503713
107,10.742972,-0.067769825,-0.03147481
108,10.843374,-0.04163274,-0.014539607
109,10.943775,-0.049306765,-0.00065709907
110,11.044177,-0.06545846,-0.011327499
111,11.144579,-0.061752874,0.00696626
112,11.24498,-0.04476269,0.029423907
113,11.345382,-0.05855064,0.027216598
114,11.445784,-0.0477459,0.026011795
115,11.5461855,-0.054464083,0.036188897
116,11.646586,-0.059718773,0.037706003
117,11.746988,-0.051645935,0.0468366
118,11.84739,-0.045915,0.0347874
119,11.947792,-0.035613023,0.05680933
120,12.048193,-0.019246534,0.040315285
121,12.148595,-0.03132649,0.03365293
122,12.248997,-0.031531125,0.03119835
123,12.349398,-0.006912182,0.024066139
124,12.4498,0.00347252,0.04174637
125,12.550201,-0.012466105,0.04061767
126,12.650603,-0.0077794697,0.04610189
127,12.751004,-0.002983293,0.06472046
128,12.851406,0.0072302492,0.051554263
129,12.951808,0.010559497,0.02812548
130,13.052209,0.0090036,0.03756558
131,13.152611,0.019529624,0.023754496
132,13.253013,0.013332695,0.02444176
133,13.353415,0.03783183,0.021031668
134,13.453815,0.029559072,0.013283648
135,13.554217,0.034038164,0.021785626
136,13.654619,0.021831993,0.012453337
137,13.75502,0.024925925,0.018699747
138,13.855422,0.021068089,0.0065894034
139,13.955824,0.025180902,0.019850349
140,14.056226,0.02881972,0.012254485
141,14.156627,0.023624178,0.0048289015
142,14.257029,0.036000792,-0.0031078036
143,14.35743,0.03079113,-0.0023789098
144,14.457832,0.024404483,0.00047063176
145,14.558233,0.019224744,-0.0203104
146,14.658635,0.012816173,-0.010648022
147,14.759037,0.021905456,-0.015622656
148,14.859438,0.033803027,-0.019986797
149,14.95984,0.015381013,-0.015706666
150,15.060242,0.009149724,-0.010355977
151,15.160644,0.02026635,-0.012318347
152,15.2610445,0.0241278,-0.00091685355
153,15.361446,0.021582246,-0.02652962
154,15.461848,0.015705273,-0.011348948
155,15.562249,0.026085055,-0.03927756
156,15.662651,0.015698861,-0.015811743
157,15.763053,0.006388643,-0.014853777
158,15.863455,0.0058700014,-0.007671468
159,15.963856,-0.0023517646,-0.0075396607
160,16.064259,0.010021107,-0.011451422
161,16.16466,-0.0044369884,-0.0140235275
162,16.26506,-0.005270219,-0.008919219
163,16.365463,0.0051076505,-0.01732594
164,16.465864,-0.016750455,-0.011068404
165,16.566265,-0.016393516,-0.01911205
166,16.666668,-0.008004099,0.0025828546
167,16.767069,-0.024550822,0.0070600575
168,16.86747,-0.0063761002,0.0042395294
169,16.967873,0.009985317,-0.022041555
170,17.068274,-0.016077207,-0.020101538
171,17.168674,-0.012664863,-0.001101833
172,17.269077,-0.012756442,-0.0040941983
173,17.369478,-0.014156841,0.0015247514
174,17.469881,-0.015871568,0.0024118773
175,17.570282,0.005835981,-0.0032833358
176,17.670683,-0.012988234,-0.004899653
177,17.771086,-0.0037127733,-0.0029375986
178,17.871487,-0.0072108703,0.00227696
179,17.971888,-0.02001473,0.010379542
180,18.07229,-0.03578505,0.021309342
181,18.172691,-0.014889417,0.018822592
182,18.273092,-0.019885529,0.013303099
183,18.373495,0.0033722688,0.015601352
184,18.473896,-0.014637947,-0.009205071
185,18.574297,-0.0048348345,0.03289643
186,18.6747,0.007795538,0.0078053838
187,18.7751,-0.006257279,0.0113386
188,18.875504,-0.008493364,-0.0046520177
189,18.975904,0.002973921,0.019962387
190,19.076305,-0.010611836,0.015475923
191,19.176708,0.006828606,0.010720651
192,19.27711,-0.007196935,-0.013153832
193,19.37751,-0.0025848716,0.018728375
194,19.477913,-0.010476908,0.016976114
195,19.578314,-0.0049832193,0.0064510424
196,19.678715,0.0030496137,0.0051241512
197,19.779118,0.017859494,0.008648211
198,19.879519,0.0017815114,0.014787152
199,19.979921,0.0009953899,0.003735147
200,20.080322,0.02100805,0.023953224
201,20.180723,-0.023937345,-0.00796701
202,20.281126,0.013820669,0.00849236
203,20.381527,-0.0017433674,0.02078028
204,20.481928,0.010535102,0.013921631
205,20.58233,0.017857207,-0.006595756
206,20.682732,0.0009234054,-0.007484721
207,20.783133,0.015336905,-0.023413427
208,20.883535,0.0024085708,-0.0041047763
209,20.983936,-0.009149419,-0.029977
210,21.084337,0.008760714,-0.009840239
211,21.18474,-0.005534604,0.011335346
212,21.285141,-0.0054487716,0.0047023874
213,21.385544,0.005941889,-0.013160587
214,21.485945,0.023135437,-0.0025595287
215,21.586346,5.8947597e-05,-0.002724125
216,21.686749,0.017483754,0.014621776
217,21.78715,0.0030759496,-0.0025753104
218,21.88755,-0.0024975482,-0.007503801
219,21.987953,8.393382e-05,-0.010155493
220,22.088354,-0.0072863824,-0.0010527356
221,22.188755,-0.003707789,0.018908406
222,22.289158,-0.009374789,0.0016864236
223,22.389559,0.014222568,-0.020597957
224,22.48996,-0.0036854458,0.008980008
225,22.590363,-9.45598e-05,-0.014401756
